1000
0  1  Logic.CreateMainPlayerCommand  
0  2  Logic.CreatePlayerCommand  
33  2  Logic.CreateBuildingCommand  
66  1  Logic.CreateBuildingCommand  
683
1003(157344, 0, -1128219)    (13411, 0, 64149)
1004(95150, 0, 1475289)    (12978, 0, -64244)
1005(75096, 0, -1521657)    (13411, 0, 64149)
1006(15570, 0, 1869325)    (12978, 0, -64244)
1003(159132, 0, -1119666)    (13411, 0, 64149)
1004(96880, 0, 1466723)    (12978, 0, -64244)
1005(76884, 0, -1513104)    (13411, 0, 64149)
1006(17300, 0, 1860759)    (12978, 0, -64244)
1003(160920, 0, -1111113)    (13411, 0, 64149)
1004(98610, 0, 1458157)    (12978, 0, -64244)
1005(78672, 0, -1504551)    (13411, 0, 64149)
1006(19030, 0, 1852193)    (12978, 0, -64244)
1003(162708, 0, -1102560)    (13411, 0, 64149)
1004(100340, 0, 1449591)    (12978, 0, -64244)
1005(80460, 0, -1495998)    (13411, 0, 64149)
1006(20760, 0, 1843627)    (12978, 0, -64244)
1003(164496, 0, -1094007)    (13411, 0, 64149)
1004(102070, 0, 1441025)    (12978, 0, -64244)
1005(82248, 0, -1487445)    (13411, 0, 64149)
1006(22490, 0, 1835061)    (12978, 0, -64244)
813
1007(0, 0, -1880883)    (13411, 0, 64149)
1003(166284, 0, -1085454)    (13411, 0, 64149)
1004(103800, 0, 1432459)    (12978, 0, -64244)
1005(84036, 0, -1478892)    (13411, 0, 64149)
1006(24220, 0, 1826495)    (12978, 0, -64244)
1007(1788, 0, -1872330)    (13411, 0, 64149)
1003(168072, 0, -1076901)    (13411, 0, 64149)
1004(105530, 0, 1423893)    (12978, 0, -64244)
1005(85824, 0, -1470339)    (13411, 0, 64149)
1006(25950, 0, 1817929)    (12978, 0, -64244)
1007(3576, 0, -1863777)    (13411, 0, 64149)
1003(169860, 0, -1068348)    (13411, 0, 64149)
1004(107260, 0, 1415327)    (12978, 0, -64244)
1005(87612, 0, -1461786)    (13411, 0, 64149)
1006(27680, 0, 1809363)    (12978, 0, -64244)
1007(5364, 0, -1855224)    (13411, 0, 64149)
1003(171648, 0, -1059795)    (13411, 0, 64149)
1004(108990, 0, 1406761)    (12978, 0, -64244)
1005(89400, 0, -1453233)    (13411, 0, 64149)
1006(29410, 0, 1800797)    (12978, 0, -64244)
1007(7152, 0, -1846671)    (13411, 0, 64149)
1003(173436, 0, -1051242)    (13411, 0, 64149)
1004(110720, 0, 1398195)    (12978, 0, -64244)
1005(91188, 0, -1444680)    (13411, 0, 64149)
1006(31140, 0, 1792231)    (12978, 0, -64244)
1007(8940, 0, -1838118)    (13411, 0, 64149)
1003(175224, 0, -1042689)    (13411, 0, 64149)
1004(112450, 0, 1389629)    (12978, 0, -64244)
1005(92976, 0, -1436127)    (13411, 0, 64149)
1006(32870, 0, 1783665)    (12978, 0, -64244)
1007(10728, 0, -1829565)    (13411, 0, 64149)
1003(177012, 0, -1034136)    (13411, 0, 64149)
1004(114180, 0, 1381063)    (12978, 0, -64244)
1005(94764, 0, -1427574)    (13411, 0, 64149)
1006(34600, 0, 1775099)    (12978, 0, -64244)
1007(12516, 0, -1821012)    (13411, 0, 64149)
1003(178800, 0, -1025583)    (13411, 0, 64149)
1004(115910, 0, 1372497)    (12978, 0, -64244)
1005(96552, 0, -1419021)    (13411, 0, 64149)
1006(36330, 0, 1766533)    (12978, 0, -64244)
1007(14304, 0, -1812459)    (13411, 0, 64149)
1003(180588, 0, -1017030)    (13411, 0, 64149)
1004(117640, 0, 1363931)    (12978, 0, -64244)
1005(98340, 0, -1410468)    (13411, 0, 64149)
1006(38060, 0, 1757967)    (12978, 0, -64244)
1007(16092, 0, -1803906)    (13411, 0, 64149)
1003(182376, 0, -1008477)    (13411, 0, 64149)
1004(119370, 0, 1355365)    (12978, 0, -64244)
1005(100128, 0, -1401915)    (13411, 0, 64149)
1006(39790, 0, 1749401)    (12978, 0, -64244)
1007(17880, 0, -1795353)    (13411, 0, 64149)
1003(184164, 0, -999924)    (13411, 0, 64149)
1004(121100, 0, 1346799)    (12978, 0, -64244)
1005(101916, 0, -1393362)    (13411, 0, 64149)
1006(41520, 0, 1740835)    (12978, 0, -64244)
1007(19668, 0, -1786800)    (13411, 0, 64149)
1003(185952, 0, -991371)    (13411, 0, 64149)
1004(122830, 0, 1338233)    (12978, 0, -64244)
1005(103704, 0, -1384809)    (13411, 0, 64149)
1006(43250, 0, 1732269)    (12978, 0, -64244)
1007(21456, 0, -1778247)    (13411, 0, 64149)
1003(187740, 0, -982818)    (13411, 0, 64149)
1004(124560, 0, 1329667)    (12978, 0, -64244)
1005(105492, 0, -1376256)    (13411, 0, 64149)
1006(44980, 0, 1723703)    (12978, 0, -64244)
1007(23244, 0, -1769694)    (13411, 0, 64149)
1003(189528, 0, -974265)    (13411, 0, 64149)
1004(126290, 0, 1321101)    (12978, 0, -64244)
1005(107280, 0, -1367703)    (13411, 0, 64149)
1006(46710, 0, 1715137)    (12978, 0, -64244)
1007(25032, 0, -1761141)    (13411, 0, 64149)
1003(191316, 0, -965712)    (13411, 0, 64149)
1004(128020, 0, 1312535)    (12978, 0, -64244)
1005(109068, 0, -1359150)    (13411, 0, 64149)
1006(48440, 0, 1706571)    (12978, 0, -64244)
1007(26820, 0, -1752588)    (13411, 0, 64149)
1003(193104, 0, -957159)    (13411, 0, 64149)
1004(129750, 0, 1303969)    (12978, 0, -64244)
1005(110856, 0, -1350597)    (13411, 0, 64149)
1006(50170, 0, 1698005)    (12978, 0, -64244)
1007(28608, 0, -1744035)    (13411, 0, 64149)
1003(194892, 0, -948606)    (13411, 0, 64149)
1004(131480, 0, 1295403)    (12978, 0, -64244)
1005(112644, 0, -1342044)    (13411, 0, 64149)
1006(51900, 0, 1689439)    (12978, 0, -64244)
1007(30396, 0, -1735482)    (13411, 0, 64149)
1003(196680, 0, -940053)    (13411, 0, 64149)
1004(133210, 0, 1286837)    (12978, 0, -64244)
1005(114432, 0, -1333491)    (13411, 0, 64149)
1006(53630, 0, 1680873)    (12978, 0, -64244)
1007(32184, 0, -1726929)    (13411, 0, 64149)
1003(198468, 0, -931500)    (13411, 0, 64149)
1004(134940, 0, 1278271)    (12978, 0, -64244)
1005(116220, 0, -1324938)    (13411, 0, 64149)
1006(55360, 0, 1672307)    (12978, 0, -64244)
1007(33972, 0, -1718376)    (13411, 0, 64149)
1003(200256, 0, -922947)    (13411, 0, 64149)
1004(136670, 0, 1269705)    (12978, 0, -64244)
1005(118008, 0, -1316385)    (13411, 0, 64149)
1006(57090, 0, 1663741)    (12978, 0, -64244)
1007(35760, 0, -1709823)    (13411, 0, 64149)
1003(202044, 0, -914394)    (13411, 0, 64149)
1004(138400, 0, 1261139)    (12978, 0, -64244)
1005(119796, 0, -1307832)    (13411, 0, 64149)
1006(58820, 0, 1655175)    (12978, 0, -64244)
1007(37548, 0, -1701270)    (13411, 0, 64149)
1003(203832, 0, -905841)    (13411, 0, 64149)
1004(140130, 0, 1252573)    (12978, 0, -64244)
1005(121584, 0, -1299279)    (13411, 0, 64149)
1006(60550, 0, 1646609)    (12978, 0, -64244)
1007(39336, 0, -1692717)    (13411, 0, 64149)
1003(205620, 0, -897288)    (13411, 0, 64149)
1004(141860, 0, 1244007)    (12978, 0, -64244)
1005(123372, 0, -1290726)    (13411, 0, 64149)
1006(62280, 0, 1638043)    (12978, 0, -64244)
1007(41124, 0, -1684164)    (13411, 0, 64149)
1003(207408, 0, -888735)    (13411, 0, 64149)
1004(143590, 0, 1235441)    (12978, 0, -64244)
1005(125160, 0, -1282173)    (13411, 0, 64149)
1006(64010, 0, 1629477)    (12978, 0, -64244)
1007(42912, 0, -1675611)    (13411, 0, 64149)
1003(209196, 0, -880182)    (13411, 0, 64149)
1004(145320, 0, 1226875)    (12978, 0, -64244)
1005(126948, 0, -1273620)    (13411, 0, 64149)
1006(65740, 0, 1620911)    (12978, 0, -64244)
1007(44700, 0, -1667058)    (13411, 0, 64149)
1003(210984, 0, -871629)    (13411, 0, 64149)
1004(147050, 0, 1218309)    (12978, 0, -64244)
1005(128736, 0, -1265067)    (13411, 0, 64149)
1006(67470, 0, 1612345)    (12978, 0, -64244)
1007(46488, 0, -1658505)    (13411, 0, 64149)
1003(212772, 0, -863076)    (13411, 0, 64149)
1004(148780, 0, 1209743)    (12978, 0, -64244)
1005(130524, 0, -1256514)    (13411, 0, 64149)
1006(69200, 0, 1603779)    (12978, 0, -64244)
1007(48276, 0, -1649952)    (13411, 0, 64149)
1003(214560, 0, -854523)    (13411, 0, 64149)
1004(150510, 0, 1201177)    (12978, 0, -64244)
1005(132312, 0, -1247961)    (13411, 0, 64149)
1006(70930, 0, 1595213)    (12978, 0, -64244)
1007(50064, 0, -1641399)    (13411, 0, 64149)
1003(216348, 0, -845970)    (13411, 0, 64149)
1004(152240, 0, 1192611)    (12978, 0, -64244)
1005(134100, 0, -1239408)    (13411, 0, 64149)
1006(72660, 0, 1586647)    (12978, 0, -64244)
1007(51852, 0, -1632846)    (13411, 0, 64149)
1003(218136, 0, -837417)    (13411, 0, 64149)
1004(153970, 0, 1184045)    (12978, 0, -64244)
1005(135888, 0, -1230855)    (13411, 0, 64149)
1006(74390, 0, 1578081)    (12978, 0, -64244)
1007(53640, 0, -1624293)    (13411, 0, 64149)
1003(219924, 0, -828864)    (13411, 0, 64149)
1004(155700, 0, 1175479)    (12978, 0, -64244)
1005(137676, 0, -1222302)    (13411, 0, 64149)
1006(76120, 0, 1569515)    (12978, 0, -64244)
1007(55428, 0, -1615740)    (13411, 0, 64149)
1003(221712, 0, -820311)    (13411, 0, 64149)
1004(157430, 0, 1166913)    (12978, 0, -64244)
1005(139464, 0, -1213749)    (13411, 0, 64149)
1006(77850, 0, 1560949)    (12978, 0, -64244)
1007(57216, 0, -1607187)    (13411, 0, 64149)
1003(223500, 0, -811758)    (13411, 0, 64149)
1004(159160, 0, 1158347)    (12978, 0, -64244)
1005(141252, 0, -1205196)    (13411, 0, 64149)
1006(79580, 0, 1552383)    (12978, 0, -64244)
1007(59004, 0, -1598634)    (13411, 0, 64149)
626
1008(0, 0, 1946419)    (12978, 0, -64244)
1003(225288, 0, -803205)    (13411, 0, 64149)
1004(160890, 0, 1149781)    (12978, 0, -64244)
1005(143040, 0, -1196643)    (13411, 0, 64149)
1006(81310, 0, 1543817)    (12978, 0, -64244)
1007(60792, 0, -1590081)    (13411, 0, 64149)
1008(1730, 0, 1937853)    (12978, 0, -64244)
1003(227076, 0, -794652)    (13411, 0, 64149)
1004(162620, 0, 1141215)    (12978, 0, -64244)
1005(144828, 0, -1188090)    (13411, 0, 64149)
1006(83040, 0, 1535251)    (12978, 0, -64244)
1007(62580, 0, -1581528)    (13411, 0, 64149)
1008(3460, 0, 1929287)    (12978, 0, -64244)
1003(228864, 0, -786099)    (13411, 0, 64149)
1004(164350, 0, 1132649)    (12978, 0, -64244)
1005(146616, 0, -1179537)    (13411, 0, 64149)
1006(84770, 0, 1526685)    (12978, 0, -64244)
1007(64368, 0, -1572975)    (13411, 0, 64149)
1008(5190, 0, 1920721)    (12978, 0, -64244)
1003(230652, 0, -777546)    (13411, 0, 64149)
1004(166080, 0, 1124083)    (12978, 0, -64244)
1005(148404, 0, -1170984)    (13411, 0, 64149)
1006(86500, 0, 1518119)    (12978, 0, -64244)
1007(66156, 0, -1564422)    (13411, 0, 64149)
1008(6920, 0, 1912155)    (12978, 0, -64244)
1003(232440, 0, -768993)    (13411, 0, 64149)
1004(167810, 0, 1115517)    (12978, 0, -64244)
1005(150192, 0, -1162431)    (13411, 0, 64149)
1006(88230, 0, 1509553)    (12978, 0, -64244)
1007(67944, 0, -1555869)    (13411, 0, 64149)
1008(8650, 0, 1903589)    (12978, 0, -64244)
1003(234228, 0, -760440)    (13411, 0, 64149)
1004(169540, 0, 1106951)    (12978, 0, -64244)
1005(151980, 0, -1153878)    (13411, 0, 64149)
1006(89960, 0, 1500987)    (12978, 0, -64244)
1007(69732, 0, -1547316)    (13411, 0, 64149)
1008(10380, 0, 1895023)    (12978, 0, -64244)
1003(236016, 0, -751887)    (13411, 0, 64149)
1004(171270, 0, 1098385)    (12978, 0, -64244)
1005(153768, 0, -1145325)    (13411, 0, 64149)
1006(91690, 0, 1492421)    (12978, 0, -64244)
1007(71520, 0, -1538763)    (13411, 0, 64149)
1008(12110, 0, 1886457)    (12978, 0, -64244)
1003(237804, 0, -743334)    (13411, 0, 64149)
1004(173000, 0, 1089819)    (12978, 0, -64244)
1005(155556, 0, -1136772)    (13411, 0, 64149)
1006(93420, 0, 1483855)    (12978, 0, -64244)
1007(73308, 0, -1530210)    (13411, 0, 64149)
1008(13840, 0, 1877891)    (12978, 0, -64244)
1003(239592, 0, -734781)    (13411, 0, 64149)
1004(174730, 0, 1081253)    (12978, 0, -64244)
1005(157344, 0, -1128219)    (13411, 0, 64149)
1006(95150, 0, 1475289)    (12978, 0, -64244)
1007(75096, 0, -1521657)    (13411, 0, 64149)
1008(15570, 0, 1869325)    (12978, 0, -64244)
1003(241380, 0, -726228)    (13411, 0, 64149)
1004(176460, 0, 1072687)    (12978, 0, -64244)
1005(159132, 0, -1119666)    (13411, 0, 64149)
1006(96880, 0, 1466723)    (12978, 0, -64244)
1007(76884, 0, -1513104)    (13411, 0, 64149)
1008(17300, 0, 1860759)    (12978, 0, -64244)
1003(243168, 0, -717675)    (13411, 0, 64149)
1004(178190, 0, 1064121)    (12978, 0, -64244)
1005(160920, 0, -1111113)    (13411, 0, 64149)
1006(98610, 0, 1458157)    (12978, 0, -64244)
1007(78672, 0, -1504551)    (13411, 0, 64149)
1008(19030, 0, 1852193)    (12978, 0, -64244)
1003(244956, 0, -709122)    (13411, 0, 64149)
1004(179920, 0, 1055555)    (12978, 0, -64244)
1005(162708, 0, -1102560)    (13411, 0, 64149)
1006(100340, 0, 1449591)    (12978, 0, -64244)
1007(80460, 0, -1495998)    (13411, 0, 64149)
1008(20760, 0, 1843627)    (12978, 0, -64244)
1003(246744, 0, -700569)    (13411, 0, 64149)
1004(181650, 0, 1046989)    (12978, 0, -64244)
1005(164496, 0, -1094007)    (13411, 0, 64149)
1006(102070, 0, 1441025)    (12978, 0, -64244)
1007(82248, 0, -1487445)    (13411, 0, 64149)
1008(22490, 0, 1835061)    (12978, 0, -64244)
756
1009(0, 0, -1880883)    (13411, 0, 64149)
1003(248532, 0, -692016)    (13411, 0, 64149)
1004(183380, 0, 1038423)    (12978, 0, -64244)
1005(166284, 0, -1085454)    (13411, 0, 64149)
1006(103800, 0, 1432459)    (12978, 0, -64244)
1007(84036, 0, -1478892)    (13411, 0, 64149)
1008(24220, 0, 1826495)    (12978, 0, -64244)
1009(1788, 0, -1872330)    (13411, 0, 64149)
1003(250320, 0, -683463)    (13411, 0, 64149)
1004(185110, 0, 1029857)    (12978, 0, -64244)
1005(168072, 0, -1076901)    (13411, 0, 64149)
1006(105530, 0, 1423893)    (12978, 0, -64244)
1007(85824, 0, -1470339)    (13411, 0, 64149)
1008(25950, 0, 1817929)    (12978, 0, -64244)
1009(3576, 0, -1863777)    (13411, 0, 64149)
1003(252108, 0, -674910)    (13411, 0, 64149)
1004(186840, 0, 1021291)    (12978, 0, -64244)
1005(169860, 0, -1068348)    (13411, 0, 64149)
1006(107260, 0, 1415327)    (12978, 0, -64244)
1007(87612, 0, -1461786)    (13411, 0, 64149)
1008(27680, 0, 1809363)    (12978, 0, -64244)
1009(5364, 0, -1855224)    (13411, 0, 64149)
1003(253896, 0, -666357)    (13411, 0, 64149)
1004(188570, 0, 1012725)    (12978, 0, -64244)
1005(171648, 0, -1059795)    (13411, 0, 64149)
1006(108990, 0, 1406761)    (12978, 0, -64244)
1007(89400, 0, -1453233)    (13411, 0, 64149)
1008(29410, 0, 1800797)    (12978, 0, -64244)
1009(7152, 0, -1846671)    (13411, 0, 64149)
1003(255684, 0, -657804)    (13411, 0, 64149)
1004(190300, 0, 1004159)    (12978, 0, -64244)
1005(173436, 0, -1051242)    (13411, 0, 64149)
1006(110720, 0, 1398195)    (12978, 0, -64244)
1007(91188, 0, -1444680)    (13411, 0, 64149)
1008(31140, 0, 1792231)    (12978, 0, -64244)
1009(8940, 0, -1838118)    (13411, 0, 64149)
1003(257472, 0, -649251)    (13411, 0, 64149)
1004(192030, 0, 995593)    (12978, 0, -64244)
1005(175224, 0, -1042689)    (13411, 0, 64149)
1006(112450, 0, 1389629)    (12978, 0, -64244)
1007(92976, 0, -1436127)    (13411, 0, 64149)
1008(32870, 0, 1783665)    (12978, 0, -64244)
1009(10728, 0, -1829565)    (13411, 0, 64149)
1003(259260, 0, -640698)    (13411, 0, 64149)
1004(193760, 0, 987027)    (12978, 0, -64244)
1005(177012, 0, -1034136)    (13411, 0, 64149)
1006(114180, 0, 1381063)    (12978, 0, -64244)
1007(94764, 0, -1427574)    (13411, 0, 64149)
